security_no,segment,suggested_action,churn_probability
NEPPOSM,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.86
T1GQ7VT,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.87
HDY4VMB,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
NQPFYIV,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
E64M85S,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
6DZV5NJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
IAQUNRY,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
UTCPHFA,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.03
PH77PLG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
17ZJ9LC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
6KK6WHK,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
IJRZVYJ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
0Z4TRUV,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.04
QXOZSYY,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
CFAFWE3,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
00SNWFB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
JD9EVM5,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
LLLX8AY,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
VYXMI0G,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
DWN7FUL,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
TCQSHL3,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
OG2O57X,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
YEF04AP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
JJH51XJ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
1Z1TXGP,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
OSKH8BC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
O4G6MH4,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
JXKZPZO,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.49
A42BP8U,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
S8NNK4J,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
EW0Z8F8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
RYNGJN4,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
PER4UHD,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
O92NBJM,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
GYLA68G,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.06
2X5PFN3,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.86
YX4SWJE,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
G40JRID,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
GXU8FJ8,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
CFCYPY1,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
979E8K4,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
MY7MEHQ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
WPAUTV8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
63L81V8,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
PAFOLDV,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
B3EQVKB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
JZ4TS3M,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
C7UQ040,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
VVUSOEJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
NBCK39Q,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
O91GQG3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.2
7OSB5OQ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
A8YK9ID,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
6UPTJT0,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.22
1X9Y82M,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
RWL2J4N,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
UX6X22O,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.39
IKFD9R3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
SWGSLH8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
HZUET96,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
V89AMLG,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
UK2YAKC,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
9GHJX0W,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
SFNHYYA,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.03
KNQZ9GZ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
R39YOZ1,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.89
J8P2S7N,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
D4YXTQ2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
T8CQBRS,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
8JPT0OC,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.96
SCU57Y8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
1UO1H1Y,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
IZYHHYH,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
ARRWZ12,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
OOZ4ZUA,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
1M88ATV,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.06
8W7Q8NR,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
J4JX9ER,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
0O9382K,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.95
1M5W8RT,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
7XO24VS,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
9BCUT0V,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.29
YPMSD62,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
1GVSCU7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
7DVZMBG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
21JX57F,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
PBUKLEW,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
RFHEIHM,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
OUUFU35,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
0HZA0NJ,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.26
AJT9A54,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
TV1J4LP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.87
BWT1MLX,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.11
PKUQWV7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
95QN28T,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
8VAAB6H,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.35
FTMMT9Q,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
4MFNRCL,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.97
2A5183V,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
B0E15VC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.85
5QZZD8Y,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
62S6Y6B,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
EOW63JB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
86JWAQ4,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
RC2ULBU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.82
VEWJY3K,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.89
256RL7U,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
FEOUFX2,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.65
JFSV80J,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
I1ZGMAF,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
LX4JC7T,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
Q13JDST,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
AORYXB6,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
M1FHE0Y,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.05
J1OJOPJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
PK2K94X,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
KVPUWMI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
7E03ZH2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.81
AVXVOQD,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
GCWPL2T,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.26
JAOVZ9J,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.01
63Y4DHT,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.9
M42BKWH,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.1
ROWDFY6,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.99
73D7KH3,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
Y85LAOQ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
4ZOHUYS,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
XKGBQY9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
LQ9DU0N,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
AKRWLJW,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
X9PDFGW,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
JEYURWG,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.96
G50XZC7,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
7UMFCX2,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
H44ZWAX,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
MXXA9TA,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.7
JOXUYGU,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.11
X372MB7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
FCT2EYF,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
I1P8KQV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
TB4ERRB,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.23
KP1P3WU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
0V7GYDX,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
SB7AB0D,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
SEOMPGF,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
PJ06LL2,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
UAORRRM,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
580V0RA,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
RE5WJDU,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
XUL04K0,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
VGTI6LO,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
NYT9POX,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.15
A5LS7OV,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
5B2ZLPO,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.15
8U6984Q,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.06
M34YCSE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
VZNFSP7,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.93
B6SBHLJ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
HBTJDDP,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
9II5ACJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
ZFLJ6UZ,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
Q7OQN6X,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
V0E64YZ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
A5GQELF,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
QFPBZ45,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
6O7VLV9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
1RMD05Z,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
JG55OIJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
O5PA2B9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
QQUE2ZC,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
7CAXFHV,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.03
9GD5W7S,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
ZCVOPTX,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
8IGY9UA,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
MN4CGUN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
WREE9AL,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
JJM74CC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
C4ON865,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
N92YC2C,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.11
UUWNAG7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
7KID5F0,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
MCTL5F2,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.07
W8IMKU7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
GX2FTSP,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
V48OGRL,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
516NXF7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.88
U97OXWG,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.88
MBOWBST,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
OWG0UIS,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.79
ODV01GA,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.05
929X1YZ,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.37
YI81U1E,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.13
DQCBWIT,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
TQKF9OH,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
ERJQHRH,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
3KBLYGD,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
CRI1G8U,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
P3R509I,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
IZO49V2,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.02
6S28G20,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
0MT4EJ5,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.27
U3N1F19,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.03
QLL2827,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
KNT5H6R,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
OGVXFQK,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
F3NGR49,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
MRWR6Y2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.89
2WK7W0V,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
C2L70RS,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
INBWZ4U,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
O6BJXXF,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
TTU6TRB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
VUGVPV8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
LSO0UNB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
VP4219X,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
725OPE7,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
XQ3V45V,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.94
7Z4NDN7,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.3
JE2WNC5,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
94B3N1R,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.08
GI7AJEE,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
D3I3SFV,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
XSAVTYU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.9
W7U2RTM,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
PT90ST7,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.08
X5KN41O,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
P6MXQJQ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
V4M78IL,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.02
FWR7LNH,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.9
