age,gender,security_no,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,tenure_days,value_segment,engagement_segment,price_sensitivity,support_risk,profile_tags,churn_probability,segment,prob_Histo,prob_RF,customer_id,top_drivers,last_purchase_days,lifetime_value,avg_order_value,category_affinity,support_tickets
18,1,3G7P32T,2,2,1.0,2,0,0,11.0,531.24,43635.05,16.0,677.1,1,0,0,1,1,1,802,high,medium,normal,0,value_high;engagement_medium,0.9664228360099183,Standard-At-Risk,0.3902208068145159,0.75,3G7P32T,low loyalty points; high average order value; long tenure,11.0,34995310.1,43635.05,2,0
13,0,NUXM06E,1,0,1.0,1,1,1,5.0,42.06,44149.41,12.0,678.44,0,1,1,2,0,1,580,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9664204435949421,Standard-At-Risk,0.955220491692465,0.96,NUXM06E,low loyalty points; high average order value; long tenure,5.0,25606657.8,44149.41,1,1
49,0,D4SGADN,1,2,0.0,2,1,1,9.0,485.5,1483.03,18.0,682.38,0,1,1,3,0,1,171,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9664200205430398,Standard-At-Risk,0.9671826134498671,0.93,D4SGADN,low loyalty points; low average order value; short tenure,9.0,253598.13,1483.03,2,1
41,1,DJUSZH8,0,2,0.0,0,3,2,13.0,97.72,17445.89,42.38085703,595.49,0,1,0,1,2,0,1046,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9664195361629139,Standard-At-Risk,0.9402024892840363,0.83,DJUSZH8,low loyalty points; low average order value; long tenure,13.0,18248400.939999998,17445.89,0,0
13,1,H1ID6ZK,1,0,1.0,2,1,0,15.0,681.95,47232.33,14.0,901.7796455,1,1,0,1,7,1,65,high,low,high,0,value_high;engagement_low;price_sensitive,0.9664101593871143,VIP-At-Risk,0.4604942206702964,0.78,H1ID6ZK,high loyalty points; high average order value; short tenure,15.0,3070101.45,47232.33,2,0
29,1,MRNE6JZ,2,0,0.0,2,3,0,13.0,407.09,45347.05,25.0,504.42,0,1,0,1,1,1,220,high,medium,high,0,value_high;engagement_medium;price_sensitive,0.9664087372417809,Standard-At-Risk,0.9567607966690868,0.88,MRNE6JZ,low loyalty points; high average order value; short tenure,13.0,9976351.0,45347.05,2,0
41,0,EW1D0T7,3,5,0.0,0,2,1,19.0,355.6,41530.04,13.0,650.35,1,0,0,1,3,1,1088,high,low,normal,0,value_high;engagement_low,0.9664070738223602,Standard-At-Risk,0.9682109451814643,1.0,EW1D0T7,low loyalty points; high average order value; long tenure,19.0,45184683.52,41530.04,0,0
10,1,PXYFUH5,1,0,0.0,2,1,0,16.0,116.52,42293.07,23.0,653.03,1,0,0,1,3,1,1021,high,low,normal,0,value_high;engagement_low,0.966404254596906,Standard-At-Risk,0.0022049138711155987,0.0,PXYFUH5,low loyalty points; high average order value; long tenure,16.0,43181224.47,42293.07,2,0
26,1,F0SVX4M,0,2,1.0,0,2,1,10.0,51.34,3061.36,19.0,625.94,1,0,0,1,2,1,789,low,high,high,0,value_low;engagement_high;price_sensitive,0.9664040208906409,Standard-At-Risk,0.96104185568714,0.93,F0SVX4M,low loyalty points; low average order value; long tenure,10.0,2415413.04,3061.36,0,0
35,1,D3QWM4S,1,2,1.0,0,1,1,22.0,505.21,20653.54,28.0,603.64,0,1,0,1,0,1,633,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.9664032975553912,Standard-At-Risk,0.9727758376965485,0.95,D3QWM4S,low loyalty points; low average order value; long tenure,22.0,13073690.82,20653.54,0,0
45,1,ABG4APP,1,0,1.0,1,2,2,13.0,644.72,40605.71,10.0,1033.401252,1,1,0,1,3,1,773,high,medium,high,0,value_high;engagement_medium;price_sensitive,0.9664015027758166,VIP-At-Risk,0.0010754871194522176,0.0,ABG4APP,high loyalty points; high average order value; long tenure,13.0,31388213.83,40605.71,1,0
25,1,4R3N5O3,2,2,1.0,2,1,0,9.0,948.76,25047.56,19.0,684.79,1,0,1,3,3,1,780,medium,high,normal,1,value_medium;engagement_high;support_risk,0.9663990022869134,Standard-At-Risk,0.016342771047464868,0.04,4R3N5O3,low loyalty points; low average order value; long tenure,9.0,19537096.8,25047.56,2,1
39,1,1TN0PB3,2,2,0.0,0,2,2,7.0,205.08,48502.29,26.0,574.88,0,1,0,1,0,1,254,high,high,high,0,value_high;engagement_high;price_sensitive,0.9663983538503735,Standard-At-Risk,0.9587253763268584,0.99,1TN0PB3,low loyalty points; high average order value; short tenure,7.0,12319581.66,48502.29,0,0
50,0,B553H74,1,0,0.0,2,3,1,6.0,1071.711426,40845.95,24.0,263.4641617,0,1,1,2,1,1,1004,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9663959388541781,Standard-At-Risk,0.9517763860404084,1.0,B553H74,low loyalty points; high average order value; long tenure,6.0,41009333.8,40845.95,2,1
54,0,S8L7R0P,1,0,0.0,0,0,1,14.0,247.51,3291.83,53.84940846,660.52,1,1,0,1,0,1,870,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.966395541398041,Standard-At-Risk,0.9607678894272624,0.97,S8L7R0P,low loyalty points; low average order value; long tenure,14.0,2863892.1,3291.83,0,0
42,0,84GRKDL,0,0,0.0,0,2,2,13.0,57.09,27686.89,20.0,697.62,1,0,0,1,1,1,866,medium,medium,normal,0,value_medium;engagement_medium,0.9663954950995607,Standard-At-Risk,0.9685646409553896,1.0,84GRKDL,low loyalty points; high average order value; long tenure,13.0,23976846.74,27686.89,0,0
45,0,BKNUF9L,1,2,0.0,1,2,1,18.0,110.43,4821.13,26.0,620.98,0,1,1,3,3,1,966,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9663939444643092,Standard-At-Risk,0.9774462717595771,0.98,BKNUF9L,low loyalty points; low average order value; long tenure,18.0,4657211.58,4821.13,1,1
11,0,QST6STH,2,2,0.0,0,1,2,20.0,416.22,19936.53,22.0,567.58,0,1,1,2,3,1,1087,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9663928965103897,Standard-At-Risk,0.9468231382300721,0.99,QST6STH,low loyalty points; low average order value; long tenure,20.0,21671008.11,19936.53,0,1
31,0,BYV7SCU,1,2,0.0,1,2,1,22.0,54.59,16074.48,27.0,666.71,0,1,1,4,7,1,987,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.966391912755131,Standard-At-Risk,0.9449197682447967,0.93,BYV7SCU,low loyalty points; low average order value; long tenure,22.0,15865511.76,16074.48,1,1
19,1,1VWDW8K,0,0,0.0,1,1,2,16.0,457.76,14611.38,12.0,975.0889971,0,1,0,1,3,1,141,low,low,high,0,value_low;engagement_low;price_sensitive,0.9663905576843278,VIP-At-Risk,0.9626316966178439,0.98,1VWDW8K,high loyalty points; low average order value; short tenure,16.0,2060204.5799999998,14611.38,1,0
43,0,5V5OFW3,1,0,1.0,2,2,1,12.0,98.12,41434.72,17.0,582.7,0,1,0,1,1,1,888,high,medium,high,0,value_high;engagement_medium;price_sensitive,0.9663903717708318,Standard-At-Risk,0.05134498617062134,0.07,5V5OFW3,low loyalty points; high average order value; long tenure,12.0,36794031.36,41434.72,2,0
24,0,FGH86IK,0,0,0.0,2,2,1,9.0,224.13,48162.9,6.0,662.35,1,0,1,2,3,1,150,high,high,normal,1,value_high;engagement_high;support_risk,0.9663899894452557,Standard-At-Risk,0.00787809655392026,0.03,FGH86IK,low loyalty points; high average order value; short tenure,9.0,7224435.0,48162.9,2,1
62,1,6M31KQO,3,2,1.0,1,0,1,12.0,1651.550194,13846.47,42.08936852,386.2423266,0,1,1,3,3,1,265,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9663867894675865,Standard-At-Risk,0.9595951235430482,0.96,6M31KQO,low loyalty points; low average order value; short tenure,12.0,3669314.55,13846.47,1,1
47,0,XBHIIP6,1,2,1.0,2,3,0,7.0,623.14,6577.58,12.0,573.23,1,0,0,1,2,1,1095,low,high,high,0,value_low;engagement_high;price_sensitive,0.9663867366424593,Standard-At-Risk,0.021481999802447582,0.64,XBHIIP6,low loyalty points; low average order value; long tenure,7.0,7202450.1,6577.58,2,0
34,0,UQLZ3YE,1,2,0.0,0,2,1,7.0,159.65,48679.55,10.0,681.59,1,0,1,2,3,1,441,high,high,normal,1,value_high;engagement_high;support_risk,0.9663843780685518,Standard-At-Risk,0.008414154177788527,0.02,UQLZ3YE,low loyalty points; high average order value; short tenure,7.0,21467681.55,48679.55,0,1
53,0,OY822L6,1,2,0.0,1,0,0,13.0,252.65,24198.45,24.0,574.59,1,1,0,1,3,0,79,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.9663840791557032,Standard-At-Risk,0.9429987096307332,0.98,OY822L6,low loyalty points; low average order value; short tenure,13.0,1911677.55,24198.45,1,0
53,0,YZS66U5,1,2,0.0,2,1,2,14.0,39.55,11682.18,28.0,568.73,0,1,0,1,7,1,819,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9663840609759504,Standard-At-Risk,0.9729563368956691,0.96,YZS66U5,low loyalty points; low average order value; long tenure,14.0,9567705.42,11682.18,2,0
16,1,DXP4PXC,1,2,1.0,2,1,0,19.0,175.81,39138.41,26.0,697.62,0,1,0,1,3,1,988,high,low,high,0,value_high;engagement_low;price_sensitive,0.9663833467701152,Standard-At-Risk,0.9756783619283226,0.89,DXP4PXC,low loyalty points; high average order value; long tenure,19.0,38668749.080000006,39138.41,2,0
47,0,9JF0J1G,1,2,1.0,1,2,2,13.0,130.76,42153.69,19.0,203.1936356,0,1,1,3,7,1,398,high,medium,high,1,value_high;engagement_medium;price_sensitive;support_risk,0.9663812368760769,Standard-At-Risk,0.0022804102304253204,0.01,9JF0J1G,low loyalty points; high average order value; short tenure,13.0,16777168.620000001,42153.69,1,1
32,1,9K4VZ9U,2,2,1.0,1,2,1,8.0,524.71,13291.52,29.0,596.87,1,0,1,3,2,1,946,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.966377470738254,Standard-At-Risk,0.9574734398400905,0.97,9K4VZ9U,low loyalty points; low average order value; long tenure,8.0,12573777.92,13291.52,1,1
55,0,224ZFHL,3,2,1.0,0,2,0,13.0,53.6,41022.47,21.0,600.54,0,1,0,1,0,1,1069,high,medium,high,0,value_high;engagement_medium;price_sensitive,0.9663773513680767,Standard-At-Risk,0.008107233918256133,0.0,224ZFHL,low loyalty points; high average order value; long tenure,13.0,43853020.43,41022.47,0,0
16,1,S7V0WYN,0,2,1.0,1,0,2,14.0,613.19,12249.17,5.0,639.85,1,0,0,1,7,1,885,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9663767761167928,Standard-At-Risk,0.002208164856936368,0.0,S7V0WYN,low loyalty points; low average order value; long tenure,14.0,10840515.45,12249.17,1,0
32,1,V3Y03JX,0,2,0.0,0,1,1,4.0,84.0,40270.06,19.0,697.62,0,1,1,3,0,0,326,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9663743691555025,Standard-At-Risk,0.9549272831565327,1.0,V3Y03JX,low loyalty points; high average order value; short tenure,4.0,13128039.559999999,40270.06,0,1
57,1,QEKH2RV,1,2,0.0,1,3,0,9.0,403.87,48058.41,5.0,188.0729288,0,1,1,2,3,1,531,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9663733702388171,Standard-At-Risk,0.008444930651950452,0.08,QEKH2RV,low loyalty points; high average order value; short tenure,9.0,25519015.71,48058.41,1,1
28,1,W9ZRI80,1,5,0.0,1,3,0,21.0,194.13,30796.67,16.0,668.45,0,1,1,4,3,1,449,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9663733662056269,Standard-At-Risk,0.0005135378429593546,0.0,W9ZRI80,low loyalty points; high average order value; short tenure,21.0,13827704.83,30796.67,1,1
56,0,40PSGCW,1,2,0.0,1,3,2,11.0,1006.6,28525.24,22.0,697.62,1,1,1,2,2,1,565,medium,medium,high,1,value_medium;engagement_medium;price_sensitive;support_risk,0.9663719670777067,Standard-At-Risk,0.002766302129437568,0.02,40PSGCW,low loyalty points; high average order value; long tenure,11.0,16116760.600000001,28525.24,1,1
39,1,IRR1RT5,0,0,0.0,1,2,0,11.0,1008.663409,35072.86,25.0,529.09,0,1,1,0,1,1,929,medium,medium,high,1,value_medium;engagement_medium;price_sensitive;support_risk,0.9663690649129762,Standard-At-Risk,0.44022299871843207,0.15,IRR1RT5,low loyalty points; high average order value; long tenure,11.0,32582686.94,35072.86,1,1
40,1,B5DOVBZ,1,0,0.0,2,1,1,10.0,314.6,39819.35,16.0,662.98,0,1,0,1,0,1,615,high,high,high,0,value_high;engagement_high;price_sensitive,0.9663685215776802,Standard-At-Risk,0.9433025022424143,0.3,B5DOVBZ,low loyalty points; high average order value; long tenure,10.0,24488900.25,39819.35,2,0
52,1,XM8U10U,3,2,0.0,2,2,2,18.0,262.19,49333.09,17.0,660.89,1,1,0,1,2,1,47,high,low,high,0,value_high;engagement_low;price_sensitive,0.9663667849990156,Standard-At-Risk,0.008455290808779301,0.01,XM8U10U,low loyalty points; high average order value; short tenure,18.0,2318655.23,49333.09,2,0
38,0,S11YWS8,2,0,0.0,1,2,1,15.0,114.02,31580.57,16.0,615.48,1,0,0,1,1,1,478,medium,low,normal,0,value_medium;engagement_low,0.9663654316399884,Standard-At-Risk,0.002405840387012206,0.03,S11YWS8,low loyalty points; high average order value; short tenure,15.0,15095512.459999999,31580.57,1,0
52,1,UJU1MIY,1,0,0.0,0,2,0,13.0,62.05,9392.78,26.0,612.05,1,0,1,0,2,1,889,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9663642784386303,Standard-At-Risk,0.0068599051983518795,0.03,UJU1MIY,low loyalty points; low average order value; long tenure,13.0,8350181.420000001,9392.78,0,1
29,0,2QLA6QV,0,0,0.0,2,2,0,12.0,38.3,19360.97,25.0,940.144517,0,1,1,0,3,1,614,medium,medium,high,1,value_medium;engagement_medium;price_sensitive;support_risk,0.9663607648555107,VIP-At-Risk,0.9450376172649997,0.98,2QLA6QV,high loyalty points; low average order value; long tenure,12.0,11887635.58,19360.97,2,1
48,0,7SRETC8,0,2,0.0,1,2,1,9.0,127.87,36059.49,23.0,502.69,0,1,0,1,3,1,400,high,high,high,0,value_high;engagement_high;price_sensitive,0.9663606974457726,Standard-At-Risk,0.0020461201326349874,0.0,7SRETC8,low loyalty points; high average order value; short tenure,9.0,14423796.0,36059.49,1,0
31,1,2POGD15,0,2,1.0,2,2,0,23.0,81.57,48093.49,16.0,543.33,1,0,1,2,3,1,310,high,low,normal,1,value_high;engagement_low;support_risk,0.9663591987313356,Standard-At-Risk,0.6541543752320184,0.19,2POGD15,low loyalty points; high average order value; short tenure,23.0,14908981.899999999,48093.49,2,1
11,1,F7CCB60,3,0,0.0,2,1,0,12.0,149.53,37148.89,11.0,523.9,1,0,0,1,3,1,1041,high,medium,normal,0,value_high;engagement_medium,0.9663579841295388,Standard-At-Risk,0.9748715766301035,0.99,F7CCB60,low loyalty points; high average order value; long tenure,12.0,38671994.49,37148.89,2,0
43,1,DAPS3NX,1,2,1.0,2,3,0,16.0,100.21,9631.06,11.0,678.21,1,0,0,1,0,1,675,low,low,high,0,value_low;engagement_low;price_sensitive,0.9663562344408582,Standard-At-Risk,0.0016792764716202719,0.02,DAPS3NX,low loyalty points; low average order value; long tenure,16.0,6500965.5,9631.06,2,0
29,0,77GSGSF,1,2,0.0,0,1,2,3.0,31.94,13978.93,24.0,709.15,1,0,1,4,1,1,850,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9663548956878284,VIP-At-Risk,0.011346236623971526,0.01,77GSGSF,high loyalty points; low average order value; long tenure,3.0,11882090.5,13978.93,0,1
28,0,F56ZY9W,3,2,0.0,2,2,2,12.0,85.85,24941.53,19.0,600.96,1,0,0,1,3,1,837,medium,medium,normal,0,value_medium;engagement_medium,0.9663541169686739,Standard-At-Risk,0.009933461476884689,0.06,F56ZY9W,low loyalty points; low average order value; long tenure,12.0,20876060.61,24941.53,2,0
57,0,TSFU56D,0,2,0.0,1,2,0,12.0,187.9,25112.41,29.0,684.85,1,0,0,1,0,1,965,medium,medium,normal,0,value_medium;engagement_medium,0.9663522029374917,Standard-At-Risk,0.9653146838591995,0.97,TSFU56D,low loyalty points; low average order value; long tenure,12.0,24233475.65,25112.41,1,0
31,1,YJH2ZDL,2,0,1.0,1,0,2,14.0,170.17,49347.91,22.0,608.69,1,1,1,0,3,1,950,high,medium,high,1,value_high;engagement_medium;price_sensitive;support_risk,0.9663507294242117,Standard-At-Risk,0.9406770485956519,0.98,YJH2ZDL,low loyalty points; high average order value; long tenure,14.0,46880514.5,49347.91,1,1
31,0,SD02PTZ,1,0,1.0,0,2,2,23.0,142.86,1065.66,10.0,898.5442221,1,0,0,1,3,1,968,low,low,high,0,value_low;engagement_low;price_sensitive,0.9663474185525812,VIP-At-Risk,0.9774268715250262,0.98,SD02PTZ,high loyalty points; low average order value; long tenure,23.0,1031558.8800000001,1065.66,0,0
51,1,ZFNOBPK,0,0,1.0,1,3,0,13.0,211.5,19229.53,27.0,545.5,1,0,0,1,3,1,743,medium,medium,normal,0,value_medium;engagement_medium,0.9663471754424026,Standard-At-Risk,0.012849411675540766,0.02,ZFNOBPK,low loyalty points; low average order value; long tenure,13.0,14287540.79,19229.53,1,0
57,0,O2IA6WM,0,2,0.0,0,1,0,14.0,80.46,44891.79,19.0,708.81,0,1,1,2,3,1,498,high,medium,high,1,value_high;engagement_medium;price_sensitive;support_risk,0.9663471018322287,VIP-At-Risk,0.002368290838517825,0.0,O2IA6WM,high loyalty points; high average order value; short tenure,14.0,22356111.42,44891.79,0,1
35,1,E8U3PQS,1,5,0.0,0,3,1,6.0,497.28,11253.45,20.0,650.61,1,1,1,2,7,1,131,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9663426824291402,Standard-At-Risk,0.945701704639616,0.91,E8U3PQS,low loyalty points; low average order value; short tenure,6.0,1474201.9500000002,11253.45,0,1
33,1,H03U19Y,0,2,0.0,0,0,1,14.0,218.83,22692.08,16.0,1057.758572,1,0,1,2,7,1,38,medium,medium,normal,1,value_medium;engagement_medium;support_risk,0.9663417433896389,VIP-At-Risk,0.9573807996968979,0.98,H03U19Y,high loyalty points; low average order value; short tenure,14.0,862299.04,22692.08,0,1
30,0,P1ICCD6,1,2,1.0,1,0,1,10.0,354.91,38774.55,29.0,681.45,1,0,0,1,7,1,979,high,high,normal,0,value_high;engagement_high,0.966340646307225,Standard-At-Risk,0.9728370689569703,0.92,P1ICCD6,low loyalty points; high average order value; long tenure,10.0,37960284.45,38774.55,1,0
15,0,66D1T33,3,0,1.0,2,3,2,12.0,761.13,11837.89,16.0,663.57,0,1,0,1,3,1,325,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9663392984826844,Standard-At-Risk,0.008780996154062139,0.01,66D1T33,low loyalty points; low average order value; short tenure,12.0,3847314.25,11837.89,2,0
60,1,DNYZ2ZB,1,2,1.0,0,2,0,14.0,230.47,30252.99,16.0,653.78,1,0,0,1,7,1,1012,medium,medium,normal,0,value_medium;engagement_medium,0.9663374330283682,Standard-At-Risk,0.9750059806082824,0.99,DNYZ2ZB,low loyalty points; high average order value; long tenure,14.0,30616025.880000003,30252.99,0,0
34,1,8GQOJI1,2,2,0.0,1,1,0,13.0,357.13,39797.84,10.0,507.09,1,0,0,1,1,1,818,high,medium,normal,0,value_high;engagement_medium,0.9663359796312678,Standard-At-Risk,0.09294064713717824,0.13,8GQOJI1,low loyalty points; high average order value; long tenure,13.0,32554633.119999997,39797.84,1,0
51,0,YAL8OEU,1,2,1.0,0,2,2,12.0,163.24,45683.46,0.0,654.27,1,0,1,0,0,1,919,high,medium,normal,1,value_high;engagement_medium;support_risk,0.9663345042073163,Standard-At-Risk,0.9382247105050957,0.94,YAL8OEU,low loyalty points; high average order value; long tenure,12.0,41983099.74,45683.46,0,1
53,1,0ZZV9E2,0,2,1.0,2,2,2,11.0,76.67,27076.22,28.0,705.29,1,0,1,4,3,1,644,medium,medium,normal,1,value_medium;engagement_medium;support_risk,0.9663341805825897,VIP-At-Risk,0.46737425398400934,0.24,0ZZV9E2,high loyalty points; low average order value; long tenure,11.0,17437085.68,27076.22,2,1
46,0,INC3ZBZ,0,2,0.0,2,3,2,19.0,64.6,25366.68,20.0,644.37,0,1,0,1,0,1,650,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.9663296757230758,Standard-At-Risk,0.007627970072256622,0.11,INC3ZBZ,low loyalty points; low average order value; long tenure,19.0,16488342.0,25366.68,2,0
22,1,J79S4KR,3,2,0.0,1,2,1,15.0,0.0,3666.85,9.0,183.1771183,1,0,1,2,2,1,824,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9663295357803663,Standard-At-Risk,0.0004203124759659459,0.0,J79S4KR,low loyalty points; low average order value; long tenure,15.0,3021484.4,3666.85,1,1
64,0,VYFEX8S,1,0,0.0,2,1,2,10.0,152.76,15862.45,22.0,625.33,1,0,0,1,3,1,501,low,high,high,0,value_low;engagement_high;price_sensitive,0.9663284315146935,Standard-At-Risk,0.0007890075864374038,0.0,VYFEX8S,low loyalty points; low average order value; short tenure,10.0,7947087.45,15862.45,2,0
45,0,MGNULLU,3,2,1.0,0,1,1,9.0,60.34,34342.81,5.0,618.38,0,1,1,4,7,1,746,medium,high,high,1,value_medium;engagement_high;price_sensitive;support_risk,0.9663263929244769,Standard-At-Risk,0.9649930706695823,0.99,MGNULLU,low loyalty points; high average order value; long tenure,9.0,25619736.259999998,34342.81,0,1
49,0,PCP7RCH,1,0,1.0,0,3,1,12.0,528.69,41508.2,19.0,514.88,1,0,0,1,7,1,129,high,medium,normal,0,value_high;engagement_medium,0.9663260490967491,Standard-At-Risk,0.5411824809576683,0.83,PCP7RCH,low loyalty points; high average order value; short tenure,12.0,5354557.8,41508.2,0,0
56,0,RP1MZTY,2,2,0.0,0,1,0,10.0,176.04,16155.35,9.0,518.63,1,0,1,0,2,1,514,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.966326026324743,Standard-At-Risk,0.949947427167776,0.98,RP1MZTY,low loyalty points; low average order value; short tenure,10.0,8303849.9,16155.35,0,1
24,1,GWYY9GU,3,0,1.0,0,1,0,6.0,57.39,8026.86,10.0,679.72,0,1,0,1,3,1,790,low,high,high,0,value_low;engagement_high;price_sensitive,0.9663244933006631,Standard-At-Risk,0.9718919993881667,0.92,GWYY9GU,low loyalty points; low average order value; long tenure,6.0,6341219.399999999,8026.86,0,0
39,0,HWFBGOT,1,5,0.0,0,0,2,18.0,0.0,15357.86,17.0,622.69,0,1,1,2,7,1,441,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9663211985374244,Standard-At-Risk,0.686062427405156,0.64,HWFBGOT,low loyalty points; low average order value; short tenure,18.0,6772816.260000001,15357.86,0,1
28,0,9DAUGN1,1,0,0.0,2,2,1,12.0,294.4,23075.78,12.0,644.64,1,0,1,4,0,1,38,medium,medium,normal,1,value_medium;engagement_medium;support_risk,0.9663203055880865,Standard-At-Risk,0.968605639525358,0.97,9DAUGN1,low loyalty points; low average order value; short tenure,12.0,876879.6399999999,23075.78,2,1
